2025-04-02 09:28:34 | INFO | start
2025-04-02 09:28:34 | INFO | loading config start
2025-04-02 09:28:34 | INFO | ThemeManger:instance._current_theme:  dark
2025-04-02 09:28:34 | INFO | loading config finish
2025-04-02 09:28:34 | INFO | start Qt
2025-04-02 09:28:34 | ERROR | An error has been caught in function '__init__', process 'MainProcess' (25464), thread 'MainThread' (21176):
Traceback (most recent call last):

  File "D:\WorkSpace\pythonProjectAnimal\main.py", line 49, in <module>
    allWindows = AllWindows()
                 └ <class 'index.all_windows.AllWindows'>

  File "D:\WorkSpace\pythonProjectAnimal\index\all_windows.py", line 25, in __init__
    self._init_ui()
    │    └ <function AllWindows._init_ui at 0x000001A90167CEA0>
    └ <index.all_windows.AllWindows object at 0x000001A9024B5550>

  File "D:\WorkSpace\pythonProjectAnimal\index\all_windows.py", line 32, in _init_ui
    self.mainWindow = MainWindow(title=global_setting.get_setting("configer")['window']['title'])
    │                 │                │              └ <classmethod(<function global_setting.get_setting at 0x000001A901555EE0>)>
    │                 │                └ <class 'config.global_setting.global_setting'>
    │                 └ <class 'index.mainWindow.MainWindow'>
    └ <index.all_windows.AllWindows object at 0x000001A9024B5550>

  File "D:\WorkSpace\pythonProjectAnimal\index\mainWindow.py", line 69, in __init__
    self._init_customize_ui()
    │    └ <function MainWindow._init_customize_ui at 0x000001A9018A1800>
    └ <index.mainWindow.MainWindow object at 0x000001A90241F400>

  File "D:\WorkSpace\pythonProjectAnimal\index\mainWindow.py", line 89, in _init_customize_ui
    self._init_left_menu()
    │    └ <function MainWindow._init_left_menu at 0x000001A9018A1940>
    └ <index.mainWindow.MainWindow object at 0x000001A90241F400>

  File "D:\WorkSpace\pythonProjectAnimal\index\mainWindow.py", line 118, in _init_left_menu
    btn_obj['tab'] = Tab(id=i['id'])
    │                │      └ {'id': 1, 'title': '动物概况', 'icon_path': 'generate.svg', 'default': True}
    │                └ <class 'index.tab.Tab'>
    └ {'btn': <ui.customize_ui.left_menu_btn.Ui_left_menu_btn object at 0x000001A90241FD90>, 'id': 1}

  File "D:\WorkSpace\pythonProjectAnimal\index\tab.py", line 28, in __init__
    self._init_ui(parent, geometry, title, id)
    │    │        │       │         │      └ 1
    │    │        │       │         └ ''
    │    │        │       └ None
    │    │        └ None
    │    └ <function Tab._init_ui at 0x000001A9017618A0>
    └ <index.tab.Tab object at 0x000001A902555BD0>

  File "D:\WorkSpace\pythonProjectAnimal\index\tab.py", line 34, in _init_ui
    self.tab = Tab.classes[id - 1]()
    │          │   │       └ 1
    │          │   └ [<class 'index.tab_1.Tab_1'>, <class 'index.tab_2.Tab_2'>, <class 'index.tab_3.Tab_3'>, <class 'index.tab_4.Tab_4'>, <class '...
    │          └ <class 'index.tab.Tab'>
    └ <index.tab.Tab object at 0x000001A902555BD0>

> File "D:\WorkSpace\pythonProjectAnimal\index\tab_1.py", line 18, in __init__
    self._init_customize_ui()
    │    └ <function Tab_1._init_customize_ui at 0x000001A901701940>
    └ <index.tab_1.Tab_1 object at 0x000001A902555C60>

  File "D:\WorkSpace\pythonProjectAnimal\index\tab_1.py", line 46, in _init_customize_ui
    self.charts_left_bottom_1 = charts(parent=frame_left_bottom, object_name="charts_tab1_left_bottom_1")
